,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_CARS_5_NAME,OBS_VALUE
6700,2021,E02002719,2021 super output areas - middle layer,152,Total: All households,2793
6701,2021,E02002719,2021 super output areas - middle layer,152,No cars or vans in household,374
6702,2021,E02002719,2021 super output areas - middle layer,152,1 car or van in household,1032
6703,2021,E02002719,2021 super output areas - middle layer,152,2 cars or vans in household,1060
6704,2021,E02002719,2021 super output areas - middle layer,152,3 or more cars or vans in household,327
6705,2021,E02002720,2021 super output areas - middle layer,152,Total: All households,3253
6706,2021,E02002720,2021 super output areas - middle layer,152,No cars or vans in household,331
6707,2021,E02002720,2021 super output areas - middle layer,152,1 car or van in household,1236
6708,2021,E02002720,2021 super output areas - middle layer,152,2 cars or vans in household,1216
6709,2021,E02002720,2021 super output areas - middle layer,152,3 or more cars or vans in household,470
6710,2021,E02002721,2021 super output areas - middle layer,152,Total: All households,2959
6711,2021,E02002721,2021 super output areas - middle layer,152,No cars or vans in household,394
6712,2021,E02002721,2021 super output areas - middle layer,152,1 car or van in household,1145
6713,2021,E02002721,2021 super output areas - middle layer,152,2 cars or vans in household,994
6714,2021,E02002721,2021 super output areas - middle layer,152,3 or more cars or vans in household,426
6715,2021,E02002722,2021 super output areas - middle layer,152,Total: All households,3788
6716,2021,E02002722,2021 super output areas - middle layer,152,No cars or vans in household,920
6717,2021,E02002722,2021 super output areas - middle layer,152,1 car or van in household,1655
6718,2021,E02002722,2021 super output areas - middle layer,152,2 cars or vans in household,888
6719,2021,E02002722,2021 super output areas - middle layer,152,3 or more cars or vans in household,325
6720,2021,E02002723,2021 super output areas - middle layer,152,Total: All households,3732
6721,2021,E02002723,2021 super output areas - middle layer,152,No cars or vans in household,995
6722,2021,E02002723,2021 super output areas - middle layer,152,1 car or van in household,1670
6723,2021,E02002723,2021 super output areas - middle layer,152,2 cars or vans in household,803
6724,2021,E02002723,2021 super output areas - middle layer,152,3 or more cars or vans in household,264
6725,2021,E02002724,2021 super output areas - middle layer,152,Total: All households,4110
6726,2021,E02002724,2021 super output areas - middle layer,152,No cars or vans in household,1345
6727,2021,E02002724,2021 super output areas - middle layer,152,1 car or van in household,1786
6728,2021,E02002724,2021 super output areas - middle layer,152,2 cars or vans in household,786
6729,2021,E02002724,2021 super output areas - middle layer,152,3 or more cars or vans in household,193
6730,2021,E02002725,2021 super output areas - middle layer,152,Total: All households,2923
6731,2021,E02002725,2021 super output areas - middle layer,152,No cars or vans in household,264
6732,2021,E02002725,2021 super output areas - middle layer,152,1 car or van in household,1118
6733,2021,E02002725,2021 super output areas - middle layer,152,2 cars or vans in household,1090
6734,2021,E02002725,2021 super output areas - middle layer,152,3 or more cars or vans in household,451
6735,2021,E02006814,2021 super output areas - middle layer,152,Total: All households,3539
6736,2021,E02006814,2021 super output areas - middle layer,152,No cars or vans in household,592
6737,2021,E02006814,2021 super output areas - middle layer,152,1 car or van in household,1646
6738,2021,E02006814,2021 super output areas - middle layer,152,2 cars or vans in household,1016
6739,2021,E02006814,2021 super output areas - middle layer,152,3 or more cars or vans in household,285
6740,2021,E02006891,2021 super output areas - middle layer,152,Total: All households,3582
6741,2021,E02006891,2021 super output areas - middle layer,152,No cars or vans in household,383
6742,2021,E02006891,2021 super output areas - middle layer,152,1 car or van in household,1471
6743,2021,E02006891,2021 super output areas - middle layer,152,2 cars or vans in household,1256
6744,2021,E02006891,2021 super output areas - middle layer,152,3 or more cars or vans in household,472
6745,2021,E02006892,2021 super output areas - middle layer,152,Total: All households,3027
6746,2021,E02006892,2021 super output areas - middle layer,152,No cars or vans in household,747
6747,2021,E02006892,2021 super output areas - middle layer,152,1 car or van in household,1451
6748,2021,E02006892,2021 super output areas - middle layer,152,2 cars or vans in household,650
6749,2021,E02006892,2021 super output areas - middle layer,152,3 or more cars or vans in household,179
6750,2021,E02002726,2021 super output areas - middle layer,152,Total: All households,4454
6751,2021,E02002726,2021 super output areas - middle layer,152,No cars or vans in household,943
6752,2021,E02002726,2021 super output areas - middle layer,152,1 car or van in household,1916
6753,2021,E02002726,2021 super output areas - middle layer,152,2 cars or vans in household,1222
6754,2021,E02002726,2021 super output areas - middle layer,152,3 or more cars or vans in household,373
6755,2021,E02002727,2021 super output areas - middle layer,152,Total: All households,2595
6756,2021,E02002727,2021 super output areas - middle layer,152,No cars or vans in household,1699
6757,2021,E02002727,2021 super output areas - middle layer,152,1 car or van in household,726
6758,2021,E02002727,2021 super output areas - middle layer,152,2 cars or vans in household,138
6759,2021,E02002727,2021 super output areas - middle layer,152,3 or more cars or vans in household,32
6760,2021,E02002728,2021 super output areas - middle layer,152,Total: All households,3651
6761,2021,E02002728,2021 super output areas - middle layer,152,No cars or vans in household,1724
6762,2021,E02002728,2021 super output areas - middle layer,152,1 car or van in household,1443
6763,2021,E02002728,2021 super output areas - middle layer,152,2 cars or vans in household,402
6764,2021,E02002728,2021 super output areas - middle layer,152,3 or more cars or vans in household,82
6765,2021,E02002729,2021 super output areas - middle layer,152,Total: All households,2562
6766,2021,E02002729,2021 super output areas - middle layer,152,No cars or vans in household,694
6767,2021,E02002729,2021 super output areas - middle layer,152,1 car or van in household,1013
6768,2021,E02002729,2021 super output areas - middle layer,152,2 cars or vans in household,658
6769,2021,E02002729,2021 super output areas - middle layer,152,3 or more cars or vans in household,197
6770,2021,E02002730,2021 super output areas - middle layer,152,Total: All households,3080
6771,2021,E02002730,2021 super output areas - middle layer,152,No cars or vans in household,1249
6772,2021,E02002730,2021 super output areas - middle layer,152,1 car or van in household,1356
6773,2021,E02002730,2021 super output areas - middle layer,152,2 cars or vans in household,387
6774,2021,E02002730,2021 super output areas - middle layer,152,3 or more cars or vans in household,88
6775,2021,E02002731,2021 super output areas - middle layer,152,Total: All households,2377
6776,2021,E02002731,2021 super output areas - middle layer,152,No cars or vans in household,1102
6777,2021,E02002731,2021 super output areas - middle layer,152,1 car or van in household,925
6778,2021,E02002731,2021 super output areas - middle layer,152,2 cars or vans in household,288
6779,2021,E02002731,2021 super output areas - middle layer,152,3 or more cars or vans in household,62
6780,2021,E02002732,2021 super output areas - middle layer,152,Total: All households,3323
6781,2021,E02002732,2021 super output areas - middle layer,152,No cars or vans in household,321
6782,2021,E02002732,2021 super output areas - middle layer,152,1 car or van in household,1251
6783,2021,E02002732,2021 super output areas - middle layer,152,2 cars or vans in household,1257
6784,2021,E02002732,2021 super output areas - middle layer,152,3 or more cars or vans in household,494
6785,2021,E02002733,2021 super output areas - middle layer,152,Total: All households,2769
6786,2021,E02002733,2021 super output areas - middle layer,152,No cars or vans in household,886
6787,2021,E02002733,2021 super output areas - middle layer,152,1 car or van in household,1298
6788,2021,E02002733,2021 super output areas - middle layer,152,2 cars or vans in household,461
6789,2021,E02002733,2021 super output areas - middle layer,152,3 or more cars or vans in household,124
6790,2021,E02002734,2021 super output areas - middle layer,152,Total: All households,2442
6791,2021,E02002734,2021 super output areas - middle layer,152,No cars or vans in household,621
6792,2021,E02002734,2021 super output areas - middle layer,152,1 car or van in household,1131
6793,2021,E02002734,2021 super output areas - middle layer,152,2 cars or vans in household,550
6794,2021,E02002734,2021 super output areas - middle layer,152,3 or more cars or vans in household,140
6795,2021,E02002736,2021 super output areas - middle layer,152,Total: All households,2415
6796,2021,E02002736,2021 super output areas - middle layer,152,No cars or vans in household,1064
6797,2021,E02002736,2021 super output areas - middle layer,152,1 car or van in household,1001
6798,2021,E02002736,2021 super output areas - middle layer,152,2 cars or vans in household,290
6799,2021,E02002736,2021 super output areas - middle layer,152,3 or more cars or vans in household,60
6800,2021,E02002737,2021 super output areas - middle layer,152,Total: All households,3037
6801,2021,E02002737,2021 super output areas - middle layer,152,No cars or vans in household,574
6802,2021,E02002737,2021 super output areas - middle layer,152,1 car or van in household,1399
6803,2021,E02002737,2021 super output areas - middle layer,152,2 cars or vans in household,857
6804,2021,E02002737,2021 super output areas - middle layer,152,3 or more cars or vans in household,207
6805,2021,E02002738,2021 super output areas - middle layer,152,Total: All households,2969
6806,2021,E02002738,2021 super output areas - middle layer,152,No cars or vans in household,500
6807,2021,E02002738,2021 super output areas - middle layer,152,1 car or van in household,1410
6808,2021,E02002738,2021 super output areas - middle layer,152,2 cars or vans in household,840
6809,2021,E02002738,2021 super output areas - middle layer,152,3 or more cars or vans in household,219
6810,2021,E02002739,2021 super output areas - middle layer,152,Total: All households,2836
6811,2021,E02002739,2021 super output areas - middle layer,152,No cars or vans in household,853
6812,2021,E02002739,2021 super output areas - middle layer,152,1 car or van in household,1308
6813,2021,E02002739,2021 super output areas - middle layer,152,2 cars or vans in household,545
6814,2021,E02002739,2021 super output areas - middle layer,152,3 or more cars or vans in household,130
6815,2021,E02002740,2021 super output areas - middle layer,152,Total: All households,2364
6816,2021,E02002740,2021 super output areas - middle layer,152,No cars or vans in household,725
6817,2021,E02002740,2021 super output areas - middle layer,152,1 car or van in household,1047
6818,2021,E02002740,2021 super output areas - middle layer,152,2 cars or vans in household,470
6819,2021,E02002740,2021 super output areas - middle layer,152,3 or more cars or vans in household,122
6820,2021,E02002741,2021 super output areas - middle layer,152,Total: All households,3675
6821,2021,E02002741,2021 super output areas - middle layer,152,No cars or vans in household,803
6822,2021,E02002741,2021 super output areas - middle layer,152,1 car or van in household,1571
6823,2021,E02002741,2021 super output areas - middle layer,152,2 cars or vans in household,1012
6824,2021,E02002741,2021 super output areas - middle layer,152,3 or more cars or vans in household,289
6825,2021,E02002743,2021 super output areas - middle layer,152,Total: All households,2645
6826,2021,E02002743,2021 super output areas - middle layer,152,No cars or vans in household,776
6827,2021,E02002743,2021 super output areas - middle layer,152,1 car or van in household,1166
6828,2021,E02002743,2021 super output areas - middle layer,152,2 cars or vans in household,566
6829,2021,E02002743,2021 super output areas - middle layer,152,3 or more cars or vans in household,137
6830,2021,E02002744,2021 super output areas - middle layer,152,Total: All households,2777
6831,2021,E02002744,2021 super output areas - middle layer,152,No cars or vans in household,1196
6832,2021,E02002744,2021 super output areas - middle layer,152,1 car or van in household,1053
6833,2021,E02002744,2021 super output areas - middle layer,152,2 cars or vans in household,422
6834,2021,E02002744,2021 super output areas - middle layer,152,3 or more cars or vans in household,106
6835,2021,E02002745,2021 super output areas - middle layer,152,Total: All households,3341
6836,2021,E02002745,2021 super output areas - middle layer,152,No cars or vans in household,420
6837,2021,E02002745,2021 super output areas - middle layer,152,1 car or van in household,1485
6838,2021,E02002745,2021 super output areas - middle layer,152,2 cars or vans in household,1087
6839,2021,E02002745,2021 super output areas - middle layer,152,3 or more cars or vans in household,349
6840,2021,E02002746,2021 super output areas - middle layer,152,Total: All households,4280
6841,2021,E02002746,2021 super output areas - middle layer,152,No cars or vans in household,638
6842,2021,E02002746,2021 super output areas - middle layer,152,1 car or van in household,1839
6843,2021,E02002746,2021 super output areas - middle layer,152,2 cars or vans in household,1431
6844,2021,E02002746,2021 super output areas - middle layer,152,3 or more cars or vans in household,372
6845,2021,E02002747,2021 super output areas - middle layer,152,Total: All households,4024
6846,2021,E02002747,2021 super output areas - middle layer,152,No cars or vans in household,454
6847,2021,E02002747,2021 super output areas - middle layer,152,1 car or van in household,1628
6848,2021,E02002747,2021 super output areas - middle layer,152,2 cars or vans in household,1449
6849,2021,E02002747,2021 super output areas - middle layer,152,3 or more cars or vans in household,493
6850,2021,E02002748,2021 super output areas - middle layer,152,Total: All households,3534
6851,2021,E02002748,2021 super output areas - middle layer,152,No cars or vans in household,443
6852,2021,E02002748,2021 super output areas - middle layer,152,1 car or van in household,1391
6853,2021,E02002748,2021 super output areas - middle layer,152,2 cars or vans in household,1234
6854,2021,E02002748,2021 super output areas - middle layer,152,3 or more cars or vans in household,466
6855,2021,E02007081,2021 super output areas - middle layer,152,Total: All households,4668
6856,2021,E02007081,2021 super output areas - middle layer,152,No cars or vans in household,1109
6857,2021,E02007081,2021 super output areas - middle layer,152,1 car or van in household,2113
6858,2021,E02007081,2021 super output areas - middle layer,152,2 cars or vans in household,1156
6859,2021,E02007081,2021 super output areas - middle layer,152,3 or more cars or vans in household,290
6860,2021,E02002749,2021 super output areas - middle layer,152,Total: All households,5366
6861,2021,E02002749,2021 super output areas - middle layer,152,No cars or vans in household,1029
6862,2021,E02002749,2021 super output areas - middle layer,152,1 car or van in household,2243
6863,2021,E02002749,2021 super output areas - middle layer,152,2 cars or vans in household,1617
6864,2021,E02002749,2021 super output areas - middle layer,152,3 or more cars or vans in household,477
6865,2021,E02002750,2021 super output areas - middle layer,152,Total: All households,2735
6866,2021,E02002750,2021 super output areas - middle layer,152,No cars or vans in household,270
6867,2021,E02002750,2021 super output areas - middle layer,152,1 car or van in household,1042
6868,2021,E02002750,2021 super output areas - middle layer,152,2 cars or vans in household,982
6869,2021,E02002750,2021 super output areas - middle layer,152,3 or more cars or vans in household,441
6870,2021,E02002751,2021 super output areas - middle layer,152,Total: All households,2751
6871,2021,E02002751,2021 super output areas - middle layer,152,No cars or vans in household,388
6872,2021,E02002751,2021 super output areas - middle layer,152,1 car or van in household,1135
6873,2021,E02002751,2021 super output areas - middle layer,152,2 cars or vans in household,882
6874,2021,E02002751,2021 super output areas - middle layer,152,3 or more cars or vans in household,346
6875,2021,E02002752,2021 super output areas - middle layer,152,Total: All households,3049
6876,2021,E02002752,2021 super output areas - middle layer,152,No cars or vans in household,306
6877,2021,E02002752,2021 super output areas - middle layer,152,1 car or van in household,1186
6878,2021,E02002752,2021 super output areas - middle layer,152,2 cars or vans in household,1126
6879,2021,E02002752,2021 super output areas - middle layer,152,3 or more cars or vans in household,431
6880,2021,E02002753,2021 super output areas - middle layer,152,Total: All households,4017
6881,2021,E02002753,2021 super output areas - middle layer,152,No cars or vans in household,634
6882,2021,E02002753,2021 super output areas - middle layer,152,1 car or van in household,1819
6883,2021,E02002753,2021 super output areas - middle layer,152,2 cars or vans in household,1133
6884,2021,E02002753,2021 super output areas - middle layer,152,3 or more cars or vans in household,431
6885,2021,E02002754,2021 super output areas - middle layer,152,Total: All households,3567
6886,2021,E02002754,2021 super output areas - middle layer,152,No cars or vans in household,449
6887,2021,E02002754,2021 super output areas - middle layer,152,1 car or van in household,1359
6888,2021,E02002754,2021 super output areas - middle layer,152,2 cars or vans in household,1179
6889,2021,E02002754,2021 super output areas - middle layer,152,3 or more cars or vans in household,580
6890,2021,E02002755,2021 super output areas - middle layer,152,Total: All households,3005
6891,2021,E02002755,2021 super output areas - middle layer,152,No cars or vans in household,983
6892,2021,E02002755,2021 super output areas - middle layer,152,1 car or van in household,1209
6893,2021,E02002755,2021 super output areas - middle layer,152,2 cars or vans in household,611
6894,2021,E02002755,2021 super output areas - middle layer,152,3 or more cars or vans in household,202
6895,2021,E02002756,2021 super output areas - middle layer,152,Total: All households,3367
6896,2021,E02002756,2021 super output areas - middle layer,152,No cars or vans in household,1445
6897,2021,E02002756,2021 super output areas - middle layer,152,1 car or van in household,1341
6898,2021,E02002756,2021 super output areas - middle layer,152,2 cars or vans in household,448
6899,2021,E02002756,2021 super output areas - middle layer,152,3 or more cars or vans in household,133
6900,2021,E02002757,2021 super output areas - middle layer,152,Total: All households,2524
6901,2021,E02002757,2021 super output areas - middle layer,152,No cars or vans in household,425
6902,2021,E02002757,2021 super output areas - middle layer,152,1 car or van in household,1146
6903,2021,E02002757,2021 super output areas - middle layer,152,2 cars or vans in household,730
6904,2021,E02002757,2021 super output areas - middle layer,152,3 or more cars or vans in household,223
6905,2021,E02002758,2021 super output areas - middle layer,152,Total: All households,2779
6906,2021,E02002758,2021 super output areas - middle layer,152,No cars or vans in household,827
6907,2021,E02002758,2021 super output areas - middle layer,152,1 car or van in household,1177
6908,2021,E02002758,2021 super output areas - middle layer,152,2 cars or vans in household,601
6909,2021,E02002758,2021 super output areas - middle layer,152,3 or more cars or vans in household,174
6910,2021,E02002759,2021 super output areas - middle layer,152,Total: All households,4269
6911,2021,E02002759,2021 super output areas - middle layer,152,No cars or vans in household,690
6912,2021,E02002759,2021 super output areas - middle layer,152,1 car or van in household,1650
6913,2021,E02002759,2021 super output areas - middle layer,152,2 cars or vans in household,1393
6914,2021,E02002759,2021 super output areas - middle layer,152,3 or more cars or vans in household,536
6915,2021,E02002760,2021 super output areas - middle layer,152,Total: All households,2498
6916,2021,E02002760,2021 super output areas - middle layer,152,No cars or vans in household,500
6917,2021,E02002760,2021 super output areas - middle layer,152,1 car or van in household,1007
6918,2021,E02002760,2021 super output areas - middle layer,152,2 cars or vans in household,771
6919,2021,E02002760,2021 super output areas - middle layer,152,3 or more cars or vans in household,220
6920,2021,E02002761,2021 super output areas - middle layer,152,Total: All households,2865
6921,2021,E02002761,2021 super output areas - middle layer,152,No cars or vans in household,310
6922,2021,E02002761,2021 super output areas - middle layer,152,1 car or van in household,1160
6923,2021,E02002761,2021 super output areas - middle layer,152,2 cars or vans in household,1006
6924,2021,E02002761,2021 super output areas - middle layer,152,3 or more cars or vans in household,389
6925,2021,E02002762,2021 super output areas - middle layer,152,Total: All households,2831
6926,2021,E02002762,2021 super output areas - middle layer,152,No cars or vans in household,744
6927,2021,E02002762,2021 super output areas - middle layer,152,1 car or van in household,1221
6928,2021,E02002762,2021 super output areas - middle layer,152,2 cars or vans in household,637
6929,2021,E02002762,2021 super output areas - middle layer,152,3 or more cars or vans in household,229
6930,2021,E02002763,2021 super output areas - middle layer,152,Total: All households,3750
6931,2021,E02002763,2021 super output areas - middle layer,152,No cars or vans in household,1002
6932,2021,E02002763,2021 super output areas - middle layer,152,1 car or van in household,1573
6933,2021,E02002763,2021 super output areas - middle layer,152,2 cars or vans in household,954
6934,2021,E02002763,2021 super output areas - middle layer,152,3 or more cars or vans in household,221
6935,2021,E02002764,2021 super output areas - middle layer,152,Total: All households,2321
6936,2021,E02002764,2021 super output areas - middle layer,152,No cars or vans in household,716
6937,2021,E02002764,2021 super output areas - middle layer,152,1 car or van in household,968
6938,2021,E02002764,2021 super output areas - middle layer,152,2 cars or vans in household,510
6939,2021,E02002764,2021 super output areas - middle layer,152,3 or more cars or vans in household,127
6940,2021,E02002765,2021 super output areas - middle layer,152,Total: All households,2726
6941,2021,E02002765,2021 super output areas - middle layer,152,No cars or vans in household,695
6942,2021,E02002765,2021 super output areas - middle layer,152,1 car or van in household,1232
6943,2021,E02002765,2021 super output areas - middle layer,152,2 cars or vans in household,638
6944,2021,E02002765,2021 super output areas - middle layer,152,3 or more cars or vans in household,161
6945,2021,E02002766,2021 super output areas - middle layer,152,Total: All households,3815
6946,2021,E02002766,2021 super output areas - middle layer,152,No cars or vans in household,560
6947,2021,E02002766,2021 super output areas - middle layer,152,1 car or van in household,1719
6948,2021,E02002766,2021 super output areas - middle layer,152,2 cars or vans in household,1181
6949,2021,E02002766,2021 super output areas - middle layer,152,3 or more cars or vans in household,355
6950,2021,E02002767,2021 super output areas - middle layer,152,Total: All households,3061
6951,2021,E02002767,2021 super output areas - middle layer,152,No cars or vans in household,358
6952,2021,E02002767,2021 super output areas - middle layer,152,1 car or van in household,1338
6953,2021,E02002767,2021 super output areas - middle layer,152,2 cars or vans in household,1009
6954,2021,E02002767,2021 super output areas - middle layer,152,3 or more cars or vans in household,356
6955,2021,E02002768,2021 super output areas - middle layer,152,Total: All households,3256
6956,2021,E02002768,2021 super output areas - middle layer,152,No cars or vans in household,360
6957,2021,E02002768,2021 super output areas - middle layer,152,1 car or van in household,1173
6958,2021,E02002768,2021 super output areas - middle layer,152,2 cars or vans in household,1170
6959,2021,E02002768,2021 super output areas - middle layer,152,3 or more cars or vans in household,553
6960,2021,E02002769,2021 super output areas - middle layer,152,Total: All households,2525
6961,2021,E02002769,2021 super output areas - middle layer,152,No cars or vans in household,251
6962,2021,E02002769,2021 super output areas - middle layer,152,1 car or van in household,1000
6963,2021,E02002769,2021 super output areas - middle layer,152,2 cars or vans in household,897
6964,2021,E02002769,2021 super output areas - middle layer,152,3 or more cars or vans in household,377
6965,2021,E02002770,2021 super output areas - middle layer,152,Total: All households,3065
6966,2021,E02002770,2021 super output areas - middle layer,152,No cars or vans in household,289
6967,2021,E02002770,2021 super output areas - middle layer,152,1 car or van in household,1211
6968,2021,E02002770,2021 super output areas - middle layer,152,2 cars or vans in household,1077
6969,2021,E02002770,2021 super output areas - middle layer,152,3 or more cars or vans in household,488
6970,2021,E02002771,2021 super output areas - middle layer,152,Total: All households,3031
6971,2021,E02002771,2021 super output areas - middle layer,152,No cars or vans in household,274
6972,2021,E02002771,2021 super output areas - middle layer,152,1 car or van in household,1058
6973,2021,E02002771,2021 super output areas - middle layer,152,2 cars or vans in household,1106
6974,2021,E02002771,2021 super output areas - middle layer,152,3 or more cars or vans in household,593
6975,2021,E02002772,2021 super output areas - middle layer,152,Total: All households,2784
6976,2021,E02002772,2021 super output areas - middle layer,152,No cars or vans in household,252
6977,2021,E02002772,2021 super output areas - middle layer,152,1 car or van in household,1057
6978,2021,E02002772,2021 super output areas - middle layer,152,2 cars or vans in household,1092
6979,2021,E02002772,2021 super output areas - middle layer,152,3 or more cars or vans in household,383
6980,2021,E02002773,2021 super output areas - middle layer,152,Total: All households,2619
6981,2021,E02002773,2021 super output areas - middle layer,152,No cars or vans in household,442
6982,2021,E02002773,2021 super output areas - middle layer,152,1 car or van in household,1189
6983,2021,E02002773,2021 super output areas - middle layer,152,2 cars or vans in household,788
6984,2021,E02002773,2021 super output areas - middle layer,152,3 or more cars or vans in household,200
6985,2021,E02002774,2021 super output areas - middle layer,152,Total: All households,2637
6986,2021,E02002774,2021 super output areas - middle layer,152,No cars or vans in household,340
6987,2021,E02002774,2021 super output areas - middle layer,152,1 car or van in household,1190
6988,2021,E02002774,2021 super output areas - middle layer,152,2 cars or vans in household,883
6989,2021,E02002774,2021 super output areas - middle layer,152,3 or more cars or vans in household,224
6990,2021,E02002775,2021 super output areas - middle layer,152,Total: All households,2597
6991,2021,E02002775,2021 super output areas - middle layer,152,No cars or vans in household,574
6992,2021,E02002775,2021 super output areas - middle layer,152,1 car or van in household,1252
6993,2021,E02002775,2021 super output areas - middle layer,152,2 cars or vans in household,603
6994,2021,E02002775,2021 super output areas - middle layer,152,3 or more cars or vans in household,168
6995,2021,E02002776,2021 super output areas - middle layer,152,Total: All households,3025
6996,2021,E02002776,2021 super output areas - middle layer,152,No cars or vans in household,562
6997,2021,E02002776,2021 super output areas - middle layer,152,1 car or van in household,1448
6998,2021,E02002776,2021 super output areas - middle layer,152,2 cars or vans in household,795
6999,2021,E02002776,2021 super output areas - middle layer,152,3 or more cars or vans in household,220
7000,2021,E02002777,2021 super output areas - middle layer,152,Total: All households,3834
7001,2021,E02002777,2021 super output areas - middle layer,152,No cars or vans in household,516
7002,2021,E02002777,2021 super output areas - middle layer,152,1 car or van in household,1833
7003,2021,E02002777,2021 super output areas - middle layer,152,2 cars or vans in household,1186
7004,2021,E02002777,2021 super output areas - middle layer,152,3 or more cars or vans in household,299
7005,2021,E02002778,2021 super output areas - middle layer,152,Total: All households,3542
7006,2021,E02002778,2021 super output areas - middle layer,152,No cars or vans in household,687
7007,2021,E02002778,2021 super output areas - middle layer,152,1 car or van in household,1752
7008,2021,E02002778,2021 super output areas - middle layer,152,2 cars or vans in household,864
7009,2021,E02002778,2021 super output areas - middle layer,152,3 or more cars or vans in household,239
7010,2021,E02002779,2021 super output areas - middle layer,152,Total: All households,4151
7011,2021,E02002779,2021 super output areas - middle layer,152,No cars or vans in household,724
7012,2021,E02002779,2021 super output areas - middle layer,152,1 car or van in household,2035
7013,2021,E02002779,2021 super output areas - middle layer,152,2 cars or vans in household,1083
7014,2021,E02002779,2021 super output areas - middle layer,152,3 or more cars or vans in household,309
7015,2021,E02002780,2021 super output areas - middle layer,152,Total: All households,3447
7016,2021,E02002780,2021 super output areas - middle layer,152,No cars or vans in household,1280
7017,2021,E02002780,2021 super output areas - middle layer,152,1 car or van in household,1538
7018,2021,E02002780,2021 super output areas - middle layer,152,2 cars or vans in household,504
7019,2021,E02002780,2021 super output areas - middle layer,152,3 or more cars or vans in household,125
7020,2021,E02002781,2021 super output areas - middle layer,152,Total: All households,4139
7021,2021,E02002781,2021 super output areas - middle layer,152,No cars or vans in household,1510
7022,2021,E02002781,2021 super output areas - middle layer,152,1 car or van in household,1957
7023,2021,E02002781,2021 super output areas - middle layer,152,2 cars or vans in household,554
7024,2021,E02002781,2021 super output areas - middle layer,152,3 or more cars or vans in household,118
7025,2021,E02002782,2021 super output areas - middle layer,152,Total: All households,2539
7026,2021,E02002782,2021 super output areas - middle layer,152,No cars or vans in household,233
7027,2021,E02002782,2021 super output areas - middle layer,152,1 car or van in household,1005
7028,2021,E02002782,2021 super output areas - middle layer,152,2 cars or vans in household,962
7029,2021,E02002782,2021 super output areas - middle layer,152,3 or more cars or vans in household,339
7030,2021,E02002783,2021 super output areas - middle layer,152,Total: All households,4287
7031,2021,E02002783,2021 super output areas - middle layer,152,No cars or vans in household,781
7032,2021,E02002783,2021 super output areas - middle layer,152,1 car or van in household,2031
7033,2021,E02002783,2021 super output areas - middle layer,152,2 cars or vans in household,1156
7034,2021,E02002783,2021 super output areas - middle layer,152,3 or more cars or vans in household,319
7035,2021,E02002784,2021 super output areas - middle layer,152,Total: All households,5691
7036,2021,E02002784,2021 super output areas - middle layer,152,No cars or vans in household,2970
7037,2021,E02002784,2021 super output areas - middle layer,152,1 car or van in household,2255
7038,2021,E02002784,2021 super output areas - middle layer,152,2 cars or vans in household,384
7039,2021,E02002784,2021 super output areas - middle layer,152,3 or more cars or vans in household,82
7040,2021,E02002785,2021 super output areas - middle layer,152,Total: All households,3237
7041,2021,E02002785,2021 super output areas - middle layer,152,No cars or vans in household,525
7042,2021,E02002785,2021 super output areas - middle layer,152,1 car or van in household,1543
7043,2021,E02002785,2021 super output areas - middle layer,152,2 cars or vans in household,885
7044,2021,E02002785,2021 super output areas - middle layer,152,3 or more cars or vans in household,284
7045,2021,E02002786,2021 super output areas - middle layer,152,Total: All households,3865
7046,2021,E02002786,2021 super output areas - middle layer,152,No cars or vans in household,1339
7047,2021,E02002786,2021 super output areas - middle layer,152,1 car or van in household,1657
7048,2021,E02002786,2021 super output areas - middle layer,152,2 cars or vans in household,672
7049,2021,E02002786,2021 super output areas - middle layer,152,3 or more cars or vans in household,197
7050,2021,E02002787,2021 super output areas - middle layer,152,Total: All households,4299
7051,2021,E02002787,2021 super output areas - middle layer,152,No cars or vans in household,1380
7052,2021,E02002787,2021 super output areas - middle layer,152,1 car or van in household,1985
7053,2021,E02002787,2021 super output areas - middle layer,152,2 cars or vans in household,766
7054,2021,E02002787,2021 super output areas - middle layer,152,3 or more cars or vans in household,168
7055,2021,E02002788,2021 super output areas - middle layer,152,Total: All households,3918
7056,2021,E02002788,2021 super output areas - middle layer,152,No cars or vans in household,1037
7057,2021,E02002788,2021 super output areas - middle layer,152,1 car or van in household,2098
7058,2021,E02002788,2021 super output areas - middle layer,152,2 cars or vans in household,665
7059,2021,E02002788,2021 super output areas - middle layer,152,3 or more cars or vans in household,118
7060,2021,E02002789,2021 super output areas - middle layer,152,Total: All households,3976
7061,2021,E02002789,2021 super output areas - middle layer,152,No cars or vans in household,1185
7062,2021,E02002789,2021 super output areas - middle layer,152,1 car or van in household,1754
7063,2021,E02002789,2021 super output areas - middle layer,152,2 cars or vans in household,832
7064,2021,E02002789,2021 super output areas - middle layer,152,3 or more cars or vans in household,205
7065,2021,E02002790,2021 super output areas - middle layer,152,Total: All households,4632
7066,2021,E02002790,2021 super output areas - middle layer,152,No cars or vans in household,1553
7067,2021,E02002790,2021 super output areas - middle layer,152,1 car or van in household,2198
7068,2021,E02002790,2021 super output areas - middle layer,152,2 cars or vans in household,718
7069,2021,E02002790,2021 super output areas - middle layer,152,3 or more cars or vans in household,163
7070,2021,E02002791,2021 super output areas - middle layer,152,Total: All households,2706
