,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C_TRANSPORT_NAME,OBS_VALUE
2157,2001,W02000291,2001 super output areas - middle layer,305,Passenger in a car or van,296.0
2158,2001,W02000291,2001 super output areas - middle layer,305,Taxi or minicab,23.0
2159,2001,W02000291,2001 super output areas - middle layer,305,Bicycle,0.0
2160,2001,W02000291,2001 super output areas - middle layer,305,On foot,211.0
2161,2001,W02000291,2001 super output areas - middle layer,305,Other,9.0
2162,2001,W02000291,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,13.73
2163,2001,W02000291,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,195.0
2164,2001,W02000291,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,91.0
2165,2001,W02000292,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,1838.0
2166,2001,W02000292,2001 super output areas - middle layer,305,Work mainly at or from home,123.0
2167,2001,W02000292,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2168,2001,W02000292,2001 super output areas - middle layer,305,Train,61.0
2169,2001,W02000292,2001 super output areas - middle layer,305,"Bus, minibus or coach",109.0
2170,2001,W02000292,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",6.0
2171,2001,W02000292,2001 super output areas - middle layer,305,Driving a car or van,1027.0
2172,2001,W02000292,2001 super output areas - middle layer,305,Passenger in a car or van,259.0
2173,2001,W02000292,2001 super output areas - middle layer,305,Taxi or minicab,21.0
2174,2001,W02000292,2001 super output areas - middle layer,305,Bicycle,7.0
2175,2001,W02000292,2001 super output areas - middle layer,305,On foot,218.0
2176,2001,W02000292,2001 super output areas - middle layer,305,Other,7.0
2177,2001,W02000292,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,11.82
2178,2001,W02000292,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,116.0
2179,2001,W02000292,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,55.0
2180,2001,W02000293,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,1990.0
2181,2001,W02000293,2001 super output areas - middle layer,305,Work mainly at or from home,118.0
2182,2001,W02000293,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2183,2001,W02000293,2001 super output areas - middle layer,305,Train,70.0
2184,2001,W02000293,2001 super output areas - middle layer,305,"Bus, minibus or coach",109.0
2185,2001,W02000293,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",24.0
2186,2001,W02000293,2001 super output areas - middle layer,305,Driving a car or van,1156.0
2187,2001,W02000293,2001 super output areas - middle layer,305,Passenger in a car or van,228.0
2188,2001,W02000293,2001 super output areas - middle layer,305,Taxi or minicab,19.0
2189,2001,W02000293,2001 super output areas - middle layer,305,Bicycle,10.0
2190,2001,W02000293,2001 super output areas - middle layer,305,On foot,250.0
2191,2001,W02000293,2001 super output areas - middle layer,305,Other,6.0
2192,2001,W02000293,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,12.4
2193,2001,W02000293,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,126.0
2194,2001,W02000293,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,53.0
2195,2001,W02000294,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2323.0
2196,2001,W02000294,2001 super output areas - middle layer,305,Work mainly at or from home,175.0
2197,2001,W02000294,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2198,2001,W02000294,2001 super output areas - middle layer,305,Train,45.0
2199,2001,W02000294,2001 super output areas - middle layer,305,"Bus, minibus or coach",92.0
2200,2001,W02000294,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",10.0
2201,2001,W02000294,2001 super output areas - middle layer,305,Driving a car or van,1574.0
2202,2001,W02000294,2001 super output areas - middle layer,305,Passenger in a car or van,255.0
2203,2001,W02000294,2001 super output areas - middle layer,305,Taxi or minicab,5.0
2204,2001,W02000294,2001 super output areas - middle layer,305,Bicycle,7.0
2205,2001,W02000294,2001 super output areas - middle layer,305,On foot,149.0
2206,2001,W02000294,2001 super output areas - middle layer,305,Other,11.0
2207,2001,W02000294,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,12.99
2208,2001,W02000294,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,98.0
2209,2001,W02000294,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,39.0
2210,2001,W02000295,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3619.0
2211,2001,W02000295,2001 super output areas - middle layer,305,Work mainly at or from home,237.0
2212,2001,W02000295,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2213,2001,W02000295,2001 super output areas - middle layer,305,Train,17.0
2214,2001,W02000295,2001 super output areas - middle layer,305,"Bus, minibus or coach",139.0
2215,2001,W02000295,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",34.0
2216,2001,W02000295,2001 super output areas - middle layer,305,Driving a car or van,2440.0
2217,2001,W02000295,2001 super output areas - middle layer,305,Passenger in a car or van,431.0
2218,2001,W02000295,2001 super output areas - middle layer,305,Taxi or minicab,19.0
2219,2001,W02000295,2001 super output areas - middle layer,305,Bicycle,17.0
2220,2001,W02000295,2001 super output areas - middle layer,305,On foot,276.0
2221,2001,W02000295,2001 super output areas - middle layer,305,Other,9.0
2222,2001,W02000295,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,12.47
2223,2001,W02000295,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,120.0
2224,2001,W02000295,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,38.0
2225,2001,W02000296,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2758.0
2226,2001,W02000296,2001 super output areas - middle layer,305,Work mainly at or from home,190.0
2227,2001,W02000296,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2228,2001,W02000296,2001 super output areas - middle layer,305,Train,41.0
2229,2001,W02000296,2001 super output areas - middle layer,305,"Bus, minibus or coach",139.0
2230,2001,W02000296,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",22.0
2231,2001,W02000296,2001 super output areas - middle layer,305,Driving a car or van,1675.0
2232,2001,W02000296,2001 super output areas - middle layer,305,Passenger in a car or van,400.0
2233,2001,W02000296,2001 super output areas - middle layer,305,Taxi or minicab,18.0
2234,2001,W02000296,2001 super output areas - middle layer,305,Bicycle,9.0
2235,2001,W02000296,2001 super output areas - middle layer,305,On foot,252.0
2236,2001,W02000296,2001 super output areas - middle layer,305,Other,12.0
2237,2001,W02000296,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,10.72
2238,2001,W02000296,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,124.0
2239,2001,W02000296,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,57.0
2240,2001,W02000297,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2939.0
2241,2001,W02000297,2001 super output areas - middle layer,305,Work mainly at or from home,192.0
2242,2001,W02000297,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
2243,2001,W02000297,2001 super output areas - middle layer,305,Train,95.0
2244,2001,W02000297,2001 super output areas - middle layer,305,"Bus, minibus or coach",100.0
2245,2001,W02000297,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",24.0
2246,2001,W02000297,2001 super output areas - middle layer,305,Driving a car or van,1941.0
2247,2001,W02000297,2001 super output areas - middle layer,305,Passenger in a car or van,320.0
2248,2001,W02000297,2001 super output areas - middle layer,305,Taxi or minicab,18.0
2249,2001,W02000297,2001 super output areas - middle layer,305,Bicycle,11.0
2250,2001,W02000297,2001 super output areas - middle layer,305,On foot,226.0
2251,2001,W02000297,2001 super output areas - middle layer,305,Other,9.0
2252,2001,W02000297,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,12.68
2253,2001,W02000297,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,160.0
2254,2001,W02000297,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,37.0
2255,2001,W02000298,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2848.0
2256,2001,W02000298,2001 super output areas - middle layer,305,Work mainly at or from home,171.0
2257,2001,W02000298,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2258,2001,W02000298,2001 super output areas - middle layer,305,Train,32.0
2259,2001,W02000298,2001 super output areas - middle layer,305,"Bus, minibus or coach",95.0
2260,2001,W02000298,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",20.0
2261,2001,W02000298,2001 super output areas - middle layer,305,Driving a car or van,1894.0
2262,2001,W02000298,2001 super output areas - middle layer,305,Passenger in a car or van,301.0
2263,2001,W02000298,2001 super output areas - middle layer,305,Taxi or minicab,10.0
2264,2001,W02000298,2001 super output areas - middle layer,305,Bicycle,16.0
2265,2001,W02000298,2001 super output areas - middle layer,305,On foot,305.0
2266,2001,W02000298,2001 super output areas - middle layer,305,Other,4.0
2267,2001,W02000298,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,12.58
2268,2001,W02000298,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,102.0
2269,2001,W02000298,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,25.0
2270,2001,W02000299,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2341.0
2271,2001,W02000299,2001 super output areas - middle layer,305,Work mainly at or from home,144.0
2272,2001,W02000299,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
2273,2001,W02000299,2001 super output areas - middle layer,305,Train,7.0
2274,2001,W02000299,2001 super output areas - middle layer,305,"Bus, minibus or coach",144.0
2275,2001,W02000299,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",14.0
2276,2001,W02000299,2001 super output areas - middle layer,305,Driving a car or van,1513.0
2277,2001,W02000299,2001 super output areas - middle layer,305,Passenger in a car or van,312.0
2278,2001,W02000299,2001 super output areas - middle layer,305,Taxi or minicab,3.0
2279,2001,W02000299,2001 super output areas - middle layer,305,Bicycle,7.0
2280,2001,W02000299,2001 super output areas - middle layer,305,On foot,188.0
2281,2001,W02000299,2001 super output areas - middle layer,305,Other,6.0
2282,2001,W02000299,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,10.46
2283,2001,W02000299,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,107.0
2284,2001,W02000299,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,46.0
2285,2001,W02000300,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3082.0
2286,2001,W02000300,2001 super output areas - middle layer,305,Work mainly at or from home,193.0
2287,2001,W02000300,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2288,2001,W02000300,2001 super output areas - middle layer,305,Train,43.0
2289,2001,W02000300,2001 super output areas - middle layer,305,"Bus, minibus or coach",136.0
2290,2001,W02000300,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",15.0
2291,2001,W02000300,2001 super output areas - middle layer,305,Driving a car or van,1989.0
2292,2001,W02000300,2001 super output areas - middle layer,305,Passenger in a car or van,390.0
2293,2001,W02000300,2001 super output areas - middle layer,305,Taxi or minicab,8.0
2294,2001,W02000300,2001 super output areas - middle layer,305,Bicycle,12.0
2295,2001,W02000300,2001 super output areas - middle layer,305,On foot,287.0
2296,2001,W02000300,2001 super output areas - middle layer,305,Other,9.0
2297,2001,W02000300,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,10.94
2298,2001,W02000300,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,143.0
2299,2001,W02000300,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,38.0
2300,2001,W02000301,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2711.0
2301,2001,W02000301,2001 super output areas - middle layer,305,Work mainly at or from home,173.0
2302,2001,W02000301,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
2303,2001,W02000301,2001 super output areas - middle layer,305,Train,112.0
2304,2001,W02000301,2001 super output areas - middle layer,305,"Bus, minibus or coach",117.0
2305,2001,W02000301,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",11.0
2306,2001,W02000301,2001 super output areas - middle layer,305,Driving a car or van,1657.0
2307,2001,W02000301,2001 super output areas - middle layer,305,Passenger in a car or van,378.0
2308,2001,W02000301,2001 super output areas - middle layer,305,Taxi or minicab,12.0
2309,2001,W02000301,2001 super output areas - middle layer,305,Bicycle,20.0
2310,2001,W02000301,2001 super output areas - middle layer,305,On foot,218.0
2311,2001,W02000301,2001 super output areas - middle layer,305,Other,10.0
2312,2001,W02000301,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,12.07
2313,2001,W02000301,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,164.0
2314,2001,W02000301,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,66.0
2315,2001,W02000302,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3667.0
2316,2001,W02000302,2001 super output areas - middle layer,305,Work mainly at or from home,269.0
2317,2001,W02000302,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
2318,2001,W02000302,2001 super output areas - middle layer,305,Train,129.0
2319,2001,W02000302,2001 super output areas - middle layer,305,"Bus, minibus or coach",156.0
2320,2001,W02000302,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",27.0
2321,2001,W02000302,2001 super output areas - middle layer,305,Driving a car or van,2415.0
2322,2001,W02000302,2001 super output areas - middle layer,305,Passenger in a car or van,334.0
2323,2001,W02000302,2001 super output areas - middle layer,305,Taxi or minicab,4.0
2324,2001,W02000302,2001 super output areas - middle layer,305,Bicycle,16.0
2325,2001,W02000302,2001 super output areas - middle layer,305,On foot,305.0
2326,2001,W02000302,2001 super output areas - middle layer,305,Other,9.0
2327,2001,W02000302,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,14.72
2328,2001,W02000302,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,227.0
2329,2001,W02000302,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,60.0
2330,2001,W02000303,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2706.0
2331,2001,W02000303,2001 super output areas - middle layer,305,Work mainly at or from home,172.0
2332,2001,W02000303,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2333,2001,W02000303,2001 super output areas - middle layer,305,Train,13.0
2334,2001,W02000303,2001 super output areas - middle layer,305,"Bus, minibus or coach",145.0
2335,2001,W02000303,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",22.0
2336,2001,W02000303,2001 super output areas - middle layer,305,Driving a car or van,1719.0
2337,2001,W02000303,2001 super output areas - middle layer,305,Passenger in a car or van,298.0
2338,2001,W02000303,2001 super output areas - middle layer,305,Taxi or minicab,11.0
2339,2001,W02000303,2001 super output areas - middle layer,305,Bicycle,31.0
2340,2001,W02000303,2001 super output areas - middle layer,305,On foot,288.0
2341,2001,W02000303,2001 super output areas - middle layer,305,Other,7.0
2342,2001,W02000303,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,10.84
2343,2001,W02000303,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,119.0
2344,2001,W02000303,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,39.0
2345,2001,W02000304,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2079.0
2346,2001,W02000304,2001 super output areas - middle layer,305,Work mainly at or from home,155.0
2347,2001,W02000304,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2348,2001,W02000304,2001 super output areas - middle layer,305,Train,11.0
2349,2001,W02000304,2001 super output areas - middle layer,305,"Bus, minibus or coach",106.0
2350,2001,W02000304,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",16.0
2351,2001,W02000304,2001 super output areas - middle layer,305,Driving a car or van,1290.0
2352,2001,W02000304,2001 super output areas - middle layer,305,Passenger in a car or van,266.0
2353,2001,W02000304,2001 super output areas - middle layer,305,Taxi or minicab,5.0
2354,2001,W02000304,2001 super output areas - middle layer,305,Bicycle,22.0
2355,2001,W02000304,2001 super output areas - middle layer,305,On foot,197.0
2356,2001,W02000304,2001 super output areas - middle layer,305,Other,11.0
2357,2001,W02000304,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,10.69
2358,2001,W02000304,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,73.0
2359,2001,W02000304,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,44.0
2360,2001,W02000305,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2755.0
2361,2001,W02000305,2001 super output areas - middle layer,305,Work mainly at or from home,144.0
2362,2001,W02000305,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2363,2001,W02000305,2001 super output areas - middle layer,305,Train,17.0
2364,2001,W02000305,2001 super output areas - middle layer,305,"Bus, minibus or coach",215.0
2365,2001,W02000305,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",30.0
2366,2001,W02000305,2001 super output areas - middle layer,305,Driving a car or van,1808.0
2367,2001,W02000305,2001 super output areas - middle layer,305,Passenger in a car or van,302.0
2368,2001,W02000305,2001 super output areas - middle layer,305,Taxi or minicab,9.0
2369,2001,W02000305,2001 super output areas - middle layer,305,Bicycle,29.0
2370,2001,W02000305,2001 super output areas - middle layer,305,On foot,196.0
2371,2001,W02000305,2001 super output areas - middle layer,305,Other,5.0
2372,2001,W02000305,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,10.55
2373,2001,W02000305,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,154.0
2374,2001,W02000305,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,78.0
2375,2001,W02000306,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2010.0
2376,2001,W02000306,2001 super output areas - middle layer,305,Work mainly at or from home,135.0
2377,2001,W02000306,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2378,2001,W02000306,2001 super output areas - middle layer,305,Train,10.0
2379,2001,W02000306,2001 super output areas - middle layer,305,"Bus, minibus or coach",148.0
2380,2001,W02000306,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",18.0
2381,2001,W02000306,2001 super output areas - middle layer,305,Driving a car or van,1264.0
2382,2001,W02000306,2001 super output areas - middle layer,305,Passenger in a car or van,221.0
2383,2001,W02000306,2001 super output areas - middle layer,305,Taxi or minicab,6.0
2384,2001,W02000306,2001 super output areas - middle layer,305,Bicycle,27.0
2385,2001,W02000306,2001 super output areas - middle layer,305,On foot,175.0
2386,2001,W02000306,2001 super output areas - middle layer,305,Other,6.0
2387,2001,W02000306,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,10.1
2388,2001,W02000306,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,106.0
2389,2001,W02000306,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,52.0
2390,2001,W02000307,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2470.0
2391,2001,W02000307,2001 super output areas - middle layer,305,Work mainly at or from home,149.0
2392,2001,W02000307,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2393,2001,W02000307,2001 super output areas - middle layer,305,Train,52.0
2394,2001,W02000307,2001 super output areas - middle layer,305,"Bus, minibus or coach",267.0
2395,2001,W02000307,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",16.0
2396,2001,W02000307,2001 super output areas - middle layer,305,Driving a car or van,1429.0
2397,2001,W02000307,2001 super output areas - middle layer,305,Passenger in a car or van,315.0
2398,2001,W02000307,2001 super output areas - middle layer,305,Taxi or minicab,20.0
2399,2001,W02000307,2001 super output areas - middle layer,305,Bicycle,18.0
2400,2001,W02000307,2001 super output areas - middle layer,305,On foot,193.0
2401,2001,W02000307,2001 super output areas - middle layer,305,Other,11.0
2402,2001,W02000307,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,11.25
2403,2001,W02000307,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,201.0
2404,2001,W02000307,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,118.0
2405,2001,W02000308,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3741.0
2406,2001,W02000308,2001 super output areas - middle layer,305,Work mainly at or from home,228.0
2407,2001,W02000308,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
2408,2001,W02000308,2001 super output areas - middle layer,305,Train,185.0
2409,2001,W02000308,2001 super output areas - middle layer,305,"Bus, minibus or coach",249.0
2410,2001,W02000308,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",21.0
2411,2001,W02000308,2001 super output areas - middle layer,305,Driving a car or van,2322.0
2412,2001,W02000308,2001 super output areas - middle layer,305,Passenger in a car or van,452.0
2413,2001,W02000308,2001 super output areas - middle layer,305,Taxi or minicab,31.0
2414,2001,W02000308,2001 super output areas - middle layer,305,Bicycle,36.0
2415,2001,W02000308,2001 super output areas - middle layer,305,On foot,205.0
2416,2001,W02000308,2001 super output areas - middle layer,305,Other,9.0
2417,2001,W02000308,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,11.38
2418,2001,W02000308,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,313.0
2419,2001,W02000308,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,123.0
2420,2001,W02000309,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2651.0
2421,2001,W02000309,2001 super output areas - middle layer,305,Work mainly at or from home,164.0
2422,2001,W02000309,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2423,2001,W02000309,2001 super output areas - middle layer,305,Train,73.0
2424,2001,W02000309,2001 super output areas - middle layer,305,"Bus, minibus or coach",158.0
2425,2001,W02000309,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",18.0
2426,2001,W02000309,2001 super output areas - middle layer,305,Driving a car or van,1609.0
2427,2001,W02000309,2001 super output areas - middle layer,305,Passenger in a car or van,276.0
2428,2001,W02000309,2001 super output areas - middle layer,305,Taxi or minicab,25.0
2429,2001,W02000309,2001 super output areas - middle layer,305,Bicycle,30.0
2430,2001,W02000309,2001 super output areas - middle layer,305,On foot,288.0
2431,2001,W02000309,2001 super output areas - middle layer,305,Other,10.0
2432,2001,W02000309,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,10.45
2433,2001,W02000309,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,179.0
2434,2001,W02000309,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,54.0
2435,2001,W02000310,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2097.0
2436,2001,W02000310,2001 super output areas - middle layer,305,Work mainly at or from home,184.0
2437,2001,W02000310,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2438,2001,W02000310,2001 super output areas - middle layer,305,Train,35.0
2439,2001,W02000310,2001 super output areas - middle layer,305,"Bus, minibus or coach",109.0
2440,2001,W02000310,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",18.0
2441,2001,W02000310,2001 super output areas - middle layer,305,Driving a car or van,1439.0
2442,2001,W02000310,2001 super output areas - middle layer,305,Passenger in a car or van,154.0
2443,2001,W02000310,2001 super output areas - middle layer,305,Taxi or minicab,19.0
2444,2001,W02000310,2001 super output areas - middle layer,305,Bicycle,18.0
2445,2001,W02000310,2001 super output areas - middle layer,305,On foot,115.0
2446,2001,W02000310,2001 super output areas - middle layer,305,Other,6.0
2447,2001,W02000310,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,14.35
2448,2001,W02000310,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,88.0
2449,2001,W02000310,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,57.0
2450,2001,W02000311,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3812.0
2451,2001,W02000311,2001 super output areas - middle layer,305,Work mainly at or from home,241.0
2452,2001,W02000311,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2453,2001,W02000311,2001 super output areas - middle layer,305,Train,214.0
2454,2001,W02000311,2001 super output areas - middle layer,305,"Bus, minibus or coach",178.0
2455,2001,W02000311,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",36.0
2456,2001,W02000311,2001 super output areas - middle layer,305,Driving a car or van,2226.0
2457,2001,W02000311,2001 super output areas - middle layer,305,Passenger in a car or van,361.0
2458,2001,W02000311,2001 super output areas - middle layer,305,Taxi or minicab,33.0
2459,2001,W02000311,2001 super output areas - middle layer,305,Bicycle,43.0
2460,2001,W02000311,2001 super output areas - middle layer,305,On foot,474.0
2461,2001,W02000311,2001 super output areas - middle layer,305,Other,6.0
2462,2001,W02000311,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,11.56
2463,2001,W02000311,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,272.0
2464,2001,W02000311,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,121.0
2465,2001,W02000312,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,3111.0
2466,2001,W02000312,2001 super output areas - middle layer,305,Work mainly at or from home,202.0
2467,2001,W02000312,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",0.0
2468,2001,W02000312,2001 super output areas - middle layer,305,Train,130.0
2469,2001,W02000312,2001 super output areas - middle layer,305,"Bus, minibus or coach",141.0
2470,2001,W02000312,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",23.0
2471,2001,W02000312,2001 super output areas - middle layer,305,Driving a car or van,1930.0
2472,2001,W02000312,2001 super output areas - middle layer,305,Passenger in a car or van,307.0
2473,2001,W02000312,2001 super output areas - middle layer,305,Taxi or minicab,21.0
2474,2001,W02000312,2001 super output areas - middle layer,305,Bicycle,43.0
2475,2001,W02000312,2001 super output areas - middle layer,305,On foot,306.0
2476,2001,W02000312,2001 super output areas - middle layer,305,Other,8.0
2477,2001,W02000312,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,11.3
2478,2001,W02000312,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,216.0
2479,2001,W02000312,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,56.0
2480,2001,W02000313,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,4421.0
2481,2001,W02000313,2001 super output areas - middle layer,305,Work mainly at or from home,282.0
2482,2001,W02000313,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",3.0
2483,2001,W02000313,2001 super output areas - middle layer,305,Train,260.0
2484,2001,W02000313,2001 super output areas - middle layer,305,"Bus, minibus or coach",152.0
2485,2001,W02000313,2001 super output areas - middle layer,305,"Motorcycle, scooter or moped",37.0
2486,2001,W02000313,2001 super output areas - middle layer,305,Driving a car or van,2933.0
2487,2001,W02000313,2001 super output areas - middle layer,305,Passenger in a car or van,343.0
2488,2001,W02000313,2001 super output areas - middle layer,305,Taxi or minicab,16.0
2489,2001,W02000313,2001 super output areas - middle layer,305,Bicycle,25.0
2490,2001,W02000313,2001 super output areas - middle layer,305,On foot,353.0
2491,2001,W02000313,2001 super output areas - middle layer,305,Other,17.0
2492,2001,W02000313,2001 super output areas - middle layer,305,Average distance (km) travelled to fixed place of work,13.17
2493,2001,W02000313,2001 super output areas - middle layer,305,Public transport users in households - with a car or van,342.0
2494,2001,W02000313,2001 super output areas - middle layer,305,Public transport users in households - without a car or van,72.0
2495,2001,W02000367,2001 super output areas - middle layer,305,All people aged 16 to 74 in employment,2799.0
2496,2001,W02000367,2001 super output areas - middle layer,305,Work mainly at or from home,279.0
2497,2001,W02000367,2001 super output areas - middle layer,305,"Underground, metro, light rail, tram",5.0
2498,2001,W02000367,2001 super output areas - middle layer,305,Train,141.0
2499,2001,W02000367,2001 super output areas - middle layer,305,"Bus, minibus or coach",87.0
