,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,DEPCHILD_NAME,OBS_VALUE
1852,2001,E02000086,2001 super output areas - middle layer,305,No adults in employment - without dependent children,634
1853,2001,E02000086,2001 super output areas - middle layer,305,With dependent children - all ages,979
1854,2001,E02000086,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,332
1855,2001,E02000086,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,670
1856,2001,E02000087,2001 super output areas - middle layer,305,All households,3052
1857,2001,E02000087,2001 super output areas - middle layer,305,No adults in employment - with dependent children,47
1858,2001,E02000087,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1014
1859,2001,E02000087,2001 super output areas - middle layer,305,With dependent children - all ages,757
1860,2001,E02000087,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,276
1861,2001,E02000087,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,869
1862,2001,E02000088,2001 super output areas - middle layer,305,All households,2905
1863,2001,E02000088,2001 super output areas - middle layer,305,No adults in employment - with dependent children,43
1864,2001,E02000088,2001 super output areas - middle layer,305,No adults in employment - without dependent children,819
1865,2001,E02000088,2001 super output areas - middle layer,305,With dependent children - all ages,901
1866,2001,E02000088,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,325
1867,2001,E02000088,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,864
1868,2001,E02000089,2001 super output areas - middle layer,305,All households,2844
1869,2001,E02000089,2001 super output areas - middle layer,305,No adults in employment - with dependent children,59
1870,2001,E02000089,2001 super output areas - middle layer,305,No adults in employment - without dependent children,817
1871,2001,E02000089,2001 super output areas - middle layer,305,With dependent children - all ages,937
1872,2001,E02000089,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,338
1873,2001,E02000089,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,852
1874,2001,E02000090,2001 super output areas - middle layer,305,All households,3782
1875,2001,E02000090,2001 super output areas - middle layer,305,No adults in employment - with dependent children,85
1876,2001,E02000090,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1303
1877,2001,E02000090,2001 super output areas - middle layer,305,With dependent children - all ages,810
1878,2001,E02000090,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,328
1879,2001,E02000090,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1117
1880,2001,E02000091,2001 super output areas - middle layer,305,All households,4157
1881,2001,E02000091,2001 super output areas - middle layer,305,No adults in employment - with dependent children,103
1882,2001,E02000091,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1533
1883,2001,E02000091,2001 super output areas - middle layer,305,With dependent children - all ages,946
1884,2001,E02000091,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,330
1885,2001,E02000091,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1263
1886,2001,E02000092,2001 super output areas - middle layer,305,All households,2490
1887,2001,E02000092,2001 super output areas - middle layer,305,No adults in employment - with dependent children,186
1888,2001,E02000092,2001 super output areas - middle layer,305,No adults in employment - without dependent children,853
1889,2001,E02000092,2001 super output areas - middle layer,305,With dependent children - all ages,721
1890,2001,E02000092,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,257
1891,2001,E02000092,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,915
1892,2001,E02000093,2001 super output areas - middle layer,305,All households,3166
1893,2001,E02000093,2001 super output areas - middle layer,305,No adults in employment - with dependent children,180
1894,2001,E02000093,2001 super output areas - middle layer,305,No adults in employment - without dependent children,696
1895,2001,E02000093,2001 super output areas - middle layer,305,With dependent children - all ages,1291
1896,2001,E02000093,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,444
1897,2001,E02000093,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1084
1898,2001,E02000094,2001 super output areas - middle layer,305,All households,2643
1899,2001,E02000094,2001 super output areas - middle layer,305,No adults in employment - with dependent children,168
1900,2001,E02000094,2001 super output areas - middle layer,305,No adults in employment - without dependent children,562
1901,2001,E02000094,2001 super output areas - middle layer,305,With dependent children - all ages,1047
1902,2001,E02000094,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,398
1903,2001,E02000094,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,827
1904,2001,E02000095,2001 super output areas - middle layer,305,All households,3162
1905,2001,E02000095,2001 super output areas - middle layer,305,No adults in employment - with dependent children,203
1906,2001,E02000095,2001 super output areas - middle layer,305,No adults in employment - without dependent children,744
1907,2001,E02000095,2001 super output areas - middle layer,305,With dependent children - all ages,1183
1908,2001,E02000095,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,404
1909,2001,E02000095,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1121
1910,2001,E02000096,2001 super output areas - middle layer,305,All households,2647
1911,2001,E02000096,2001 super output areas - middle layer,305,No adults in employment - with dependent children,58
1912,2001,E02000096,2001 super output areas - middle layer,305,No adults in employment - without dependent children,609
1913,2001,E02000096,2001 super output areas - middle layer,305,With dependent children - all ages,937
1914,2001,E02000096,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,294
1915,2001,E02000096,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,842
1916,2001,E02000097,2001 super output areas - middle layer,305,All households,2861
1917,2001,E02000097,2001 super output areas - middle layer,305,No adults in employment - with dependent children,156
1918,2001,E02000097,2001 super output areas - middle layer,305,No adults in employment - without dependent children,774
1919,2001,E02000097,2001 super output areas - middle layer,305,With dependent children - all ages,1001
1920,2001,E02000097,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,345
1921,2001,E02000097,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1024
1922,2001,E02000098,2001 super output areas - middle layer,305,All households,2682
1923,2001,E02000098,2001 super output areas - middle layer,305,No adults in employment - with dependent children,170
1924,2001,E02000098,2001 super output areas - middle layer,305,No adults in employment - without dependent children,746
1925,2001,E02000098,2001 super output areas - middle layer,305,With dependent children - all ages,926
1926,2001,E02000098,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,330
1927,2001,E02000098,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,871
1928,2001,E02000099,2001 super output areas - middle layer,305,All households,2604
1929,2001,E02000099,2001 super output areas - middle layer,305,No adults in employment - with dependent children,169
1930,2001,E02000099,2001 super output areas - middle layer,305,No adults in employment - without dependent children,546
1931,2001,E02000099,2001 super output areas - middle layer,305,With dependent children - all ages,937
1932,2001,E02000099,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,412
1933,2001,E02000099,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,776
1934,2001,E02000100,2001 super output areas - middle layer,305,All households,2436
1935,2001,E02000100,2001 super output areas - middle layer,305,No adults in employment - with dependent children,71
1936,2001,E02000100,2001 super output areas - middle layer,305,No adults in employment - without dependent children,458
1937,2001,E02000100,2001 super output areas - middle layer,305,With dependent children - all ages,947
1938,2001,E02000100,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,308
1939,2001,E02000100,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,768
1940,2001,E02000101,2001 super output areas - middle layer,305,All households,2857
1941,2001,E02000101,2001 super output areas - middle layer,305,No adults in employment - with dependent children,239
1942,2001,E02000101,2001 super output areas - middle layer,305,No adults in employment - without dependent children,818
1943,2001,E02000101,2001 super output areas - middle layer,305,With dependent children - all ages,965
1944,2001,E02000101,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,357
1945,2001,E02000101,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,986
1946,2001,E02000102,2001 super output areas - middle layer,305,All households,2727
1947,2001,E02000102,2001 super output areas - middle layer,305,No adults in employment - with dependent children,270
1948,2001,E02000102,2001 super output areas - middle layer,305,No adults in employment - without dependent children,589
1949,2001,E02000102,2001 super output areas - middle layer,305,With dependent children - all ages,1053
1950,2001,E02000102,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,442
1951,2001,E02000102,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,940
1952,2001,E02000103,2001 super output areas - middle layer,305,All households,2839
1953,2001,E02000103,2001 super output areas - middle layer,305,No adults in employment - with dependent children,269
1954,2001,E02000103,2001 super output areas - middle layer,305,No adults in employment - without dependent children,717
1955,2001,E02000103,2001 super output areas - middle layer,305,With dependent children - all ages,961
1956,2001,E02000103,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,403
1957,2001,E02000103,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,892
1958,2001,E02000104,2001 super output areas - middle layer,305,All households,2158
1959,2001,E02000104,2001 super output areas - middle layer,305,No adults in employment - with dependent children,135
1960,2001,E02000104,2001 super output areas - middle layer,305,No adults in employment - without dependent children,629
1961,2001,E02000104,2001 super output areas - middle layer,305,With dependent children - all ages,684
1962,2001,E02000104,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,238
1963,2001,E02000104,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,804
1964,2001,E02000105,2001 super output areas - middle layer,305,All households,2879
1965,2001,E02000105,2001 super output areas - middle layer,305,No adults in employment - with dependent children,162
1966,2001,E02000105,2001 super output areas - middle layer,305,No adults in employment - without dependent children,691
1967,2001,E02000105,2001 super output areas - middle layer,305,With dependent children - all ages,953
1968,2001,E02000105,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,387
1969,2001,E02000105,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,910
1970,2001,E02000106,2001 super output areas - middle layer,305,All households,3279
1971,2001,E02000106,2001 super output areas - middle layer,305,No adults in employment - with dependent children,274
1972,2001,E02000106,2001 super output areas - middle layer,305,No adults in employment - without dependent children,722
1973,2001,E02000106,2001 super output areas - middle layer,305,With dependent children - all ages,1123
1974,2001,E02000106,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,457
1975,2001,E02000106,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1000
1976,2001,E02000107,2001 super output areas - middle layer,305,All households,3584
1977,2001,E02000107,2001 super output areas - middle layer,305,No adults in employment - with dependent children,189
1978,2001,E02000107,2001 super output areas - middle layer,305,No adults in employment - without dependent children,822
1979,2001,E02000107,2001 super output areas - middle layer,305,With dependent children - all ages,821
1980,2001,E02000107,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,357
1981,2001,E02000107,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1047
1982,2001,E02000108,2001 super output areas - middle layer,305,All households,2152
1983,2001,E02000108,2001 super output areas - middle layer,305,No adults in employment - with dependent children,147
1984,2001,E02000108,2001 super output areas - middle layer,305,No adults in employment - without dependent children,500
1985,2001,E02000108,2001 super output areas - middle layer,305,With dependent children - all ages,788
1986,2001,E02000108,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,301
1987,2001,E02000108,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,737
1988,2001,E02000109,2001 super output areas - middle layer,305,All households,2677
1989,2001,E02000109,2001 super output areas - middle layer,305,No adults in employment - with dependent children,171
1990,2001,E02000109,2001 super output areas - middle layer,305,No adults in employment - without dependent children,643
1991,2001,E02000109,2001 super output areas - middle layer,305,With dependent children - all ages,889
1992,2001,E02000109,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,322
1993,2001,E02000109,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,929
1994,2001,E02000110,2001 super output areas - middle layer,305,All households,2926
1995,2001,E02000110,2001 super output areas - middle layer,305,No adults in employment - with dependent children,141
1996,2001,E02000110,2001 super output areas - middle layer,305,No adults in employment - without dependent children,664
1997,2001,E02000110,2001 super output areas - middle layer,305,With dependent children - all ages,766
1998,2001,E02000110,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,288
1999,2001,E02000110,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,868
2000,2001,E02000111,2001 super output areas - middle layer,305,All households,2727
2001,2001,E02000111,2001 super output areas - middle layer,305,No adults in employment - with dependent children,219
2002,2001,E02000111,2001 super output areas - middle layer,305,No adults in employment - without dependent children,680
2003,2001,E02000111,2001 super output areas - middle layer,305,With dependent children - all ages,989
2004,2001,E02000111,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,388
2005,2001,E02000111,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,985
2006,2001,E02000112,2001 super output areas - middle layer,305,All households,2489
2007,2001,E02000112,2001 super output areas - middle layer,305,No adults in employment - with dependent children,192
2008,2001,E02000112,2001 super output areas - middle layer,305,No adults in employment - without dependent children,555
2009,2001,E02000112,2001 super output areas - middle layer,305,With dependent children - all ages,965
2010,2001,E02000112,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,326
2011,2001,E02000112,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,882
2012,2001,E02000113,2001 super output areas - middle layer,305,All households,3220
2013,2001,E02000113,2001 super output areas - middle layer,305,No adults in employment - with dependent children,546
2014,2001,E02000113,2001 super output areas - middle layer,305,No adults in employment - without dependent children,729
2015,2001,E02000113,2001 super output areas - middle layer,305,With dependent children - all ages,1447
2016,2001,E02000113,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,574
2017,2001,E02000113,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1157
2018,2001,E02000114,2001 super output areas - middle layer,305,All households,3116
2019,2001,E02000114,2001 super output areas - middle layer,305,No adults in employment - with dependent children,167
2020,2001,E02000114,2001 super output areas - middle layer,305,No adults in employment - without dependent children,742
2021,2001,E02000114,2001 super output areas - middle layer,305,With dependent children - all ages,661
2022,2001,E02000114,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,275
2023,2001,E02000114,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,896
2024,2001,E02000115,2001 super output areas - middle layer,305,All households,3598
2025,2001,E02000115,2001 super output areas - middle layer,305,No adults in employment - with dependent children,166
2026,2001,E02000115,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1044
2027,2001,E02000115,2001 super output areas - middle layer,305,With dependent children - all ages,687
2028,2001,E02000115,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,287
2029,2001,E02000115,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1004
2030,2001,E02000116,2001 super output areas - middle layer,305,All households,2556
2031,2001,E02000116,2001 super output areas - middle layer,305,No adults in employment - with dependent children,261
2032,2001,E02000116,2001 super output areas - middle layer,305,No adults in employment - without dependent children,611
2033,2001,E02000116,2001 super output areas - middle layer,305,With dependent children - all ages,796
2034,2001,E02000116,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,345
2035,2001,E02000116,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,745
2036,2001,E02000117,2001 super output areas - middle layer,305,All households,3662
2037,2001,E02000117,2001 super output areas - middle layer,305,No adults in employment - with dependent children,483
2038,2001,E02000117,2001 super output areas - middle layer,305,No adults in employment - without dependent children,936
2039,2001,E02000117,2001 super output areas - middle layer,305,With dependent children - all ages,1363
2040,2001,E02000117,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,561
2041,2001,E02000117,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1334
2042,2001,E02000118,2001 super output areas - middle layer,305,All households,2682
2043,2001,E02000118,2001 super output areas - middle layer,305,No adults in employment - with dependent children,186
2044,2001,E02000118,2001 super output areas - middle layer,305,No adults in employment - without dependent children,595
2045,2001,E02000118,2001 super output areas - middle layer,305,With dependent children - all ages,1063
2046,2001,E02000118,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,395
2047,2001,E02000118,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,898
2048,2001,E02000119,2001 super output areas - middle layer,305,All households,2646
2049,2001,E02000119,2001 super output areas - middle layer,305,No adults in employment - with dependent children,391
2050,2001,E02000119,2001 super output areas - middle layer,305,No adults in employment - without dependent children,717
2051,2001,E02000119,2001 super output areas - middle layer,305,With dependent children - all ages,1138
2052,2001,E02000119,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,523
2053,2001,E02000119,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,980
2054,2001,E02000120,2001 super output areas - middle layer,305,All households,3615
2055,2001,E02000120,2001 super output areas - middle layer,305,No adults in employment - with dependent children,225
2056,2001,E02000120,2001 super output areas - middle layer,305,No adults in employment - without dependent children,869
2057,2001,E02000120,2001 super output areas - middle layer,305,With dependent children - all ages,706
2058,2001,E02000120,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,349
2059,2001,E02000120,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1000
2060,2001,E02000121,2001 super output areas - middle layer,305,All households,2593
2061,2001,E02000121,2001 super output areas - middle layer,305,No adults in employment - with dependent children,197
2062,2001,E02000121,2001 super output areas - middle layer,305,No adults in employment - without dependent children,496
2063,2001,E02000121,2001 super output areas - middle layer,305,With dependent children - all ages,1037
2064,2001,E02000121,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,379
2065,2001,E02000121,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,860
2066,2001,E02000122,2001 super output areas - middle layer,305,All households,2867
2067,2001,E02000122,2001 super output areas - middle layer,305,No adults in employment - with dependent children,126
2068,2001,E02000122,2001 super output areas - middle layer,305,No adults in employment - without dependent children,766
2069,2001,E02000122,2001 super output areas - middle layer,305,With dependent children - all ages,830
2070,2001,E02000122,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,338
2071,2001,E02000122,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,874
2072,2001,E02000123,2001 super output areas - middle layer,305,All households,3870
2073,2001,E02000123,2001 super output areas - middle layer,305,No adults in employment - with dependent children,368
2074,2001,E02000123,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1016
2075,2001,E02000123,2001 super output areas - middle layer,305,With dependent children - all ages,1193
2076,2001,E02000123,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,500
2077,2001,E02000123,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1256
2078,2001,E02000124,2001 super output areas - middle layer,305,All households,3408
2079,2001,E02000124,2001 super output areas - middle layer,305,No adults in employment - with dependent children,169
2080,2001,E02000124,2001 super output areas - middle layer,305,No adults in employment - without dependent children,829
2081,2001,E02000124,2001 super output areas - middle layer,305,With dependent children - all ages,856
2082,2001,E02000124,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,382
2083,2001,E02000124,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,976
2084,2001,E02000125,2001 super output areas - middle layer,305,All households,3683
2085,2001,E02000125,2001 super output areas - middle layer,305,No adults in employment - with dependent children,185
2086,2001,E02000125,2001 super output areas - middle layer,305,No adults in employment - without dependent children,778
2087,2001,E02000125,2001 super output areas - middle layer,305,With dependent children - all ages,1045
2088,2001,E02000125,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,394
2089,2001,E02000125,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1088
2090,2001,E02000126,2001 super output areas - middle layer,305,All households,2980
2091,2001,E02000126,2001 super output areas - middle layer,305,No adults in employment - with dependent children,359
2092,2001,E02000126,2001 super output areas - middle layer,305,No adults in employment - without dependent children,956
2093,2001,E02000126,2001 super output areas - middle layer,305,With dependent children - all ages,936
2094,2001,E02000126,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,467
2095,2001,E02000126,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1060
2096,2001,E02000127,2001 super output areas - middle layer,305,All households,3763
2097,2001,E02000127,2001 super output areas - middle layer,305,No adults in employment - with dependent children,352
2098,2001,E02000127,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1295
2099,2001,E02000127,2001 super output areas - middle layer,305,With dependent children - all ages,1205
2100,2001,E02000127,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,516
2101,2001,E02000127,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1359
2102,2001,E02000128,2001 super output areas - middle layer,305,All households,2985
2103,2001,E02000128,2001 super output areas - middle layer,305,No adults in employment - with dependent children,109
2104,2001,E02000128,2001 super output areas - middle layer,305,No adults in employment - without dependent children,801
2105,2001,E02000128,2001 super output areas - middle layer,305,With dependent children - all ages,963
2106,2001,E02000128,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,411
2107,2001,E02000128,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,836
2108,2001,E02000129,2001 super output areas - middle layer,305,All households,3023
2109,2001,E02000129,2001 super output areas - middle layer,305,No adults in employment - with dependent children,162
2110,2001,E02000129,2001 super output areas - middle layer,305,No adults in employment - without dependent children,909
2111,2001,E02000129,2001 super output areas - middle layer,305,With dependent children - all ages,956
2112,2001,E02000129,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,393
2113,2001,E02000129,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,989
2114,2001,E02000130,2001 super output areas - middle layer,305,All households,3383
2115,2001,E02000130,2001 super output areas - middle layer,305,No adults in employment - with dependent children,169
2116,2001,E02000130,2001 super output areas - middle layer,305,No adults in employment - without dependent children,829
2117,2001,E02000130,2001 super output areas - middle layer,305,With dependent children - all ages,1008
2118,2001,E02000130,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,453
2119,2001,E02000130,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,952
2120,2001,E02000131,2001 super output areas - middle layer,305,All households,4259
2121,2001,E02000131,2001 super output areas - middle layer,305,No adults in employment - with dependent children,338
2122,2001,E02000131,2001 super output areas - middle layer,305,No adults in employment - without dependent children,887
2123,2001,E02000131,2001 super output areas - middle layer,305,With dependent children - all ages,986
2124,2001,E02000131,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,512
2125,2001,E02000131,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,915
2126,2001,E02000132,2001 super output areas - middle layer,305,All households,4346
2127,2001,E02000132,2001 super output areas - middle layer,305,No adults in employment - with dependent children,154
2128,2001,E02000132,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1284
2129,2001,E02000132,2001 super output areas - middle layer,305,With dependent children - all ages,668
2130,2001,E02000132,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,320
2131,2001,E02000132,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1013
2132,2001,E02000133,2001 super output areas - middle layer,305,All households,3763
2133,2001,E02000133,2001 super output areas - middle layer,305,No adults in employment - with dependent children,59
2134,2001,E02000133,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1204
2135,2001,E02000133,2001 super output areas - middle layer,305,With dependent children - all ages,948
2136,2001,E02000133,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,341
2137,2001,E02000133,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,904
2138,2001,E02000134,2001 super output areas - middle layer,305,All households,4905
2139,2001,E02000134,2001 super output areas - middle layer,305,No adults in employment - with dependent children,190
2140,2001,E02000134,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1308
2141,2001,E02000134,2001 super output areas - middle layer,305,With dependent children - all ages,1077
2142,2001,E02000134,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,525
2143,2001,E02000134,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1198
2144,2001,E02000135,2001 super output areas - middle layer,305,All households,4100
2145,2001,E02000135,2001 super output areas - middle layer,305,No adults in employment - with dependent children,508
2146,2001,E02000135,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1057
2147,2001,E02000135,2001 super output areas - middle layer,305,With dependent children - all ages,1381
2148,2001,E02000135,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,647
2149,2001,E02000135,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1259
2150,2001,E02000136,2001 super output areas - middle layer,305,All households,2217
2151,2001,E02000136,2001 super output areas - middle layer,305,No adults in employment - with dependent children,100
2152,2001,E02000136,2001 super output areas - middle layer,305,No adults in employment - without dependent children,788
2153,2001,E02000136,2001 super output areas - middle layer,305,With dependent children - all ages,640
2154,2001,E02000136,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,244
2155,2001,E02000136,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,773
2156,2001,E02000137,2001 super output areas - middle layer,305,All households,3527
2157,2001,E02000137,2001 super output areas - middle layer,305,No adults in employment - with dependent children,83
2158,2001,E02000137,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1029
2159,2001,E02000137,2001 super output areas - middle layer,305,With dependent children - all ages,763
2160,2001,E02000137,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,304
2161,2001,E02000137,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,841
2162,2001,E02000138,2001 super output areas - middle layer,305,All households,3879
2163,2001,E02000138,2001 super output areas - middle layer,305,No adults in employment - with dependent children,43
2164,2001,E02000138,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1299
2165,2001,E02000138,2001 super output areas - middle layer,305,With dependent children - all ages,666
2166,2001,E02000138,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,251
2167,2001,E02000138,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,986
2168,2001,E02000139,2001 super output areas - middle layer,305,All households,3100
2169,2001,E02000139,2001 super output areas - middle layer,305,No adults in employment - with dependent children,90
2170,2001,E02000139,2001 super output areas - middle layer,305,No adults in employment - without dependent children,687
2171,2001,E02000139,2001 super output areas - middle layer,305,With dependent children - all ages,923
2172,2001,E02000139,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,408
2173,2001,E02000139,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,793
2174,2001,E02000140,2001 super output areas - middle layer,305,All households,3229
2175,2001,E02000140,2001 super output areas - middle layer,305,No adults in employment - with dependent children,288
2176,2001,E02000140,2001 super output areas - middle layer,305,No adults in employment - without dependent children,1189
2177,2001,E02000140,2001 super output areas - middle layer,305,With dependent children - all ages,1057
2178,2001,E02000140,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,484
2179,2001,E02000140,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,1302
2180,2001,E02000141,2001 super output areas - middle layer,305,All households,3179
2181,2001,E02000141,2001 super output areas - middle layer,305,No adults in employment - with dependent children,197
2182,2001,E02000141,2001 super output areas - middle layer,305,No adults in employment - without dependent children,677
2183,2001,E02000141,2001 super output areas - middle layer,305,With dependent children - all ages,1069
2184,2001,E02000141,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,502
2185,2001,E02000141,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,801
2186,2001,E02000142,2001 super output areas - middle layer,305,All households,3115
2187,2001,E02000142,2001 super output areas - middle layer,305,No adults in employment - with dependent children,92
2188,2001,E02000142,2001 super output areas - middle layer,305,No adults in employment - without dependent children,769
2189,2001,E02000142,2001 super output areas - middle layer,305,With dependent children - all ages,961
2190,2001,E02000142,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,394
2191,2001,E02000142,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,714
2192,2001,E02000143,2001 super output areas - middle layer,305,All households,2926
2193,2001,E02000143,2001 super output areas - middle layer,305,No adults in employment - with dependent children,115
2194,2001,E02000143,2001 super output areas - middle layer,305,No adults in employment - without dependent children,729
2195,2001,E02000143,2001 super output areas - middle layer,305,With dependent children - all ages,1035
2196,2001,E02000143,2001 super output areas - middle layer,305,With dependent children - aged 0 to 4,443
2197,2001,E02000143,2001 super output areas - middle layer,305,With one or more people with a limiting long-term illness,775
2198,2001,E02000144,2001 super output areas - middle layer,305,All households,3374
2199,2001,E02000144,2001 super output areas - middle layer,305,No adults in employment - with dependent children,83
