,DATE,GEOGRAPHY_CODE,GEOGRAPHY_TYPE,GEOGRAPHY_TYPECODE,C2021_WLANG_9_NAME,OBS_VALUE
4571,2021,W01000536,2021 super output areas - lower layer,151,Can understand spoken Welsh only,99
4572,2021,W01000536,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",528
4573,2021,W01000536,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,54
4574,2021,W01000536,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,38
4575,2021,W01000536,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,25
4576,2021,W01000536,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,10
4577,2021,W01000536,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,14
4578,2021,W01000536,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,12
4579,2021,W01000536,2021 super output areas - lower layer,151,No skills in Welsh,555
4580,2021,W01000542,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2149
4581,2021,W01000542,2021 super output areas - lower layer,151,Can understand spoken Welsh only,153
4582,2021,W01000542,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",961
4583,2021,W01000542,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,68
4584,2021,W01000542,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,43
4585,2021,W01000542,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,33
4586,2021,W01000542,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,3
4587,2021,W01000542,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,7
4588,2021,W01000542,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,8
4589,2021,W01000542,2021 super output areas - lower layer,151,No skills in Welsh,873
4590,2021,W01000543,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1959
4591,2021,W01000543,2021 super output areas - lower layer,151,Can understand spoken Welsh only,165
4592,2021,W01000543,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",811
4593,2021,W01000543,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,97
4594,2021,W01000543,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,46
4595,2021,W01000543,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,34
4596,2021,W01000543,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,5
4597,2021,W01000543,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,8
4598,2021,W01000543,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,10
4599,2021,W01000543,2021 super output areas - lower layer,151,No skills in Welsh,783
4600,2021,W01000550,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1131
4601,2021,W01000550,2021 super output areas - lower layer,151,Can understand spoken Welsh only,101
4602,2021,W01000550,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",549
4603,2021,W01000550,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,67
4604,2021,W01000550,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,34
4605,2021,W01000550,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,12
4606,2021,W01000550,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,7
4607,2021,W01000550,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,10
4608,2021,W01000550,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,14
4609,2021,W01000550,2021 super output areas - lower layer,151,No skills in Welsh,337
4610,2021,W01000552,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1956
4611,2021,W01000552,2021 super output areas - lower layer,151,Can understand spoken Welsh only,182
4612,2021,W01000552,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",976
4613,2021,W01000552,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,90
4614,2021,W01000552,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,45
4615,2021,W01000552,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,24
4616,2021,W01000552,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
4617,2021,W01000552,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,11
4618,2021,W01000552,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,7
4619,2021,W01000552,2021 super output areas - lower layer,151,No skills in Welsh,619
4620,2021,W01000558,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2067
4621,2021,W01000558,2021 super output areas - lower layer,151,Can understand spoken Welsh only,180
4622,2021,W01000558,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",769
4623,2021,W01000558,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,116
4624,2021,W01000558,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,61
4625,2021,W01000558,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,30
4626,2021,W01000558,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,7
4627,2021,W01000558,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,29
4628,2021,W01000558,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,18
4629,2021,W01000558,2021 super output areas - lower layer,151,No skills in Welsh,857
4630,2021,W01000559,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1431
4631,2021,W01000559,2021 super output areas - lower layer,151,Can understand spoken Welsh only,84
4632,2021,W01000559,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",596
4633,2021,W01000559,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,84
4634,2021,W01000559,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,38
4635,2021,W01000559,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,16
4636,2021,W01000559,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,5
4637,2021,W01000559,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,8
4638,2021,W01000559,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,3
4639,2021,W01000559,2021 super output areas - lower layer,151,No skills in Welsh,597
4640,2021,W01000560,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1269
4641,2021,W01000560,2021 super output areas - lower layer,151,Can understand spoken Welsh only,80
4642,2021,W01000560,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",645
4643,2021,W01000560,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,66
4644,2021,W01000560,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,26
4645,2021,W01000560,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,13
4646,2021,W01000560,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,1
4647,2021,W01000560,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,8
4648,2021,W01000560,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,6
4649,2021,W01000560,2021 super output areas - lower layer,151,No skills in Welsh,424
4650,2021,W01000561,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1268
4651,2021,W01000561,2021 super output areas - lower layer,151,Can understand spoken Welsh only,77
4652,2021,W01000561,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",614
4653,2021,W01000561,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,70
4654,2021,W01000561,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,29
4655,2021,W01000561,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,21
4656,2021,W01000561,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
4657,2021,W01000561,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,10
4658,2021,W01000561,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,0
4659,2021,W01000561,2021 super output areas - lower layer,151,No skills in Welsh,445
4660,2021,W01000613,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2013
4661,2021,W01000613,2021 super output areas - lower layer,151,Can understand spoken Welsh only,184
4662,2021,W01000613,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",686
4663,2021,W01000613,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,92
4664,2021,W01000613,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,57
4665,2021,W01000613,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,29
4666,2021,W01000613,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
4667,2021,W01000613,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,12
4668,2021,W01000613,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,3
4669,2021,W01000613,2021 super output areas - lower layer,151,No skills in Welsh,948
4670,2021,W01000562,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1577
4671,2021,W01000562,2021 super output areas - lower layer,151,Can understand spoken Welsh only,124
4672,2021,W01000562,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",601
4673,2021,W01000562,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,96
4674,2021,W01000562,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,36
4675,2021,W01000562,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,14
4676,2021,W01000562,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,1
4677,2021,W01000562,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,8
4678,2021,W01000562,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,6
4679,2021,W01000562,2021 super output areas - lower layer,151,No skills in Welsh,691
4680,2021,W01000565,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1796
4681,2021,W01000565,2021 super output areas - lower layer,151,Can understand spoken Welsh only,191
4682,2021,W01000565,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",345
4683,2021,W01000565,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,99
4684,2021,W01000565,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,54
4685,2021,W01000565,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,45
4686,2021,W01000565,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,4
4687,2021,W01000565,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,21
4688,2021,W01000565,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,8
4689,2021,W01000565,2021 super output areas - lower layer,151,No skills in Welsh,1029
4690,2021,W01000566,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1552
4691,2021,W01000566,2021 super output areas - lower layer,151,Can understand spoken Welsh only,197
4692,2021,W01000566,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",337
4693,2021,W01000566,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,90
4694,2021,W01000566,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,43
4695,2021,W01000566,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,40
4696,2021,W01000566,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,1
4697,2021,W01000566,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,16
4698,2021,W01000566,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,13
4699,2021,W01000566,2021 super output areas - lower layer,151,No skills in Welsh,815
4700,2021,W01000567,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1968
4701,2021,W01000567,2021 super output areas - lower layer,151,Can understand spoken Welsh only,225
4702,2021,W01000567,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",415
4703,2021,W01000567,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,76
4704,2021,W01000567,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,55
4705,2021,W01000567,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,50
4706,2021,W01000567,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,0
4707,2021,W01000567,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,7
4708,2021,W01000567,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,2
4709,2021,W01000567,2021 super output areas - lower layer,151,No skills in Welsh,1138
4710,2021,W01000597,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1044
4711,2021,W01000597,2021 super output areas - lower layer,151,Can understand spoken Welsh only,106
4712,2021,W01000597,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",330
4713,2021,W01000597,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,67
4714,2021,W01000597,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,29
4715,2021,W01000597,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,15
4716,2021,W01000597,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,1
4717,2021,W01000597,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,6
4718,2021,W01000597,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,2
4719,2021,W01000597,2021 super output areas - lower layer,151,No skills in Welsh,488
4720,2021,W01000617,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1484
4721,2021,W01000617,2021 super output areas - lower layer,151,Can understand spoken Welsh only,172
4722,2021,W01000617,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",336
4723,2021,W01000617,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,75
4724,2021,W01000617,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,32
4725,2021,W01000617,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,26
4726,2021,W01000617,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,0
4727,2021,W01000617,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,15
4728,2021,W01000617,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,1
4729,2021,W01000617,2021 super output areas - lower layer,151,No skills in Welsh,827
4730,2021,W01000579,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2309
4731,2021,W01000579,2021 super output areas - lower layer,151,Can understand spoken Welsh only,263
4732,2021,W01000579,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",535
4733,2021,W01000579,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,121
4734,2021,W01000579,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,67
4735,2021,W01000579,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,49
4736,2021,W01000579,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,0
4737,2021,W01000579,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,16
4738,2021,W01000579,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,9
4739,2021,W01000579,2021 super output areas - lower layer,151,No skills in Welsh,1249
4740,2021,W01000581,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1376
4741,2021,W01000581,2021 super output areas - lower layer,151,Can understand spoken Welsh only,158
4742,2021,W01000581,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",393
4743,2021,W01000581,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,83
4744,2021,W01000581,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,34
4745,2021,W01000581,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,27
4746,2021,W01000581,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,0
4747,2021,W01000581,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,8
4748,2021,W01000581,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,4
4749,2021,W01000581,2021 super output areas - lower layer,151,No skills in Welsh,669
4750,2021,W01000612,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1733
4751,2021,W01000612,2021 super output areas - lower layer,151,Can understand spoken Welsh only,172
4752,2021,W01000612,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",300
4753,2021,W01000612,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,83
4754,2021,W01000612,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,37
4755,2021,W01000612,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,32
4756,2021,W01000612,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,3
4757,2021,W01000612,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,7
4758,2021,W01000612,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,5
4759,2021,W01000612,2021 super output areas - lower layer,151,No skills in Welsh,1094
4760,2021,W01000618,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1682
4761,2021,W01000618,2021 super output areas - lower layer,151,Can understand spoken Welsh only,176
4762,2021,W01000618,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",249
4763,2021,W01000618,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,68
4764,2021,W01000618,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,32
4765,2021,W01000618,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,26
4766,2021,W01000618,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,1
4767,2021,W01000618,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,11
4768,2021,W01000618,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,0
4769,2021,W01000618,2021 super output areas - lower layer,151,No skills in Welsh,1119
4770,2021,W01000582,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1636
4771,2021,W01000582,2021 super output areas - lower layer,151,Can understand spoken Welsh only,112
4772,2021,W01000582,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",561
4773,2021,W01000582,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,62
4774,2021,W01000582,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,37
4775,2021,W01000582,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,21
4776,2021,W01000582,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,3
4777,2021,W01000582,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,9
4778,2021,W01000582,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,11
4779,2021,W01000582,2021 super output areas - lower layer,151,No skills in Welsh,820
4780,2021,W01000583,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1390
4781,2021,W01000583,2021 super output areas - lower layer,151,Can understand spoken Welsh only,121
4782,2021,W01000583,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",510
4783,2021,W01000583,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,86
4784,2021,W01000583,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,37
4785,2021,W01000583,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,19
4786,2021,W01000583,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
4787,2021,W01000583,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,8
4788,2021,W01000583,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,3
4789,2021,W01000583,2021 super output areas - lower layer,151,No skills in Welsh,604
4790,2021,W01000611,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2041
4791,2021,W01000611,2021 super output areas - lower layer,151,Can understand spoken Welsh only,150
4792,2021,W01000611,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",260
4793,2021,W01000611,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,60
4794,2021,W01000611,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,27
4795,2021,W01000611,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,27
4796,2021,W01000611,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,3
4797,2021,W01000611,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,10
4798,2021,W01000611,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,0
4799,2021,W01000611,2021 super output areas - lower layer,151,No skills in Welsh,1504
4800,2021,W01000623,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1957
4801,2021,W01000623,2021 super output areas - lower layer,151,Can understand spoken Welsh only,176
4802,2021,W01000623,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",300
4803,2021,W01000623,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,74
4804,2021,W01000623,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,40
4805,2021,W01000623,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,31
4806,2021,W01000623,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
4807,2021,W01000623,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,15
4808,2021,W01000623,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,6
4809,2021,W01000623,2021 super output areas - lower layer,151,No skills in Welsh,1313
4810,2021,W01000569,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1062
4811,2021,W01000569,2021 super output areas - lower layer,151,Can understand spoken Welsh only,63
4812,2021,W01000569,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",81
4813,2021,W01000569,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,24
4814,2021,W01000569,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,12
4815,2021,W01000569,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,10
4816,2021,W01000569,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,6
4817,2021,W01000569,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,10
4818,2021,W01000569,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,1
4819,2021,W01000569,2021 super output areas - lower layer,151,No skills in Welsh,855
4820,2021,W01000570,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1368
4821,2021,W01000570,2021 super output areas - lower layer,151,Can understand spoken Welsh only,70
4822,2021,W01000570,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",103
4823,2021,W01000570,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,25
4824,2021,W01000570,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,14
4825,2021,W01000570,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,15
4826,2021,W01000570,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
4827,2021,W01000570,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,11
4828,2021,W01000570,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,4
4829,2021,W01000570,2021 super output areas - lower layer,151,No skills in Welsh,1124
4830,2021,W01000572,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1783
4831,2021,W01000572,2021 super output areas - lower layer,151,Can understand spoken Welsh only,104
4832,2021,W01000572,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",139
4833,2021,W01000572,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,48
4834,2021,W01000572,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,28
4835,2021,W01000572,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,23
4836,2021,W01000572,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,1
4837,2021,W01000572,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,7
4838,2021,W01000572,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,2
4839,2021,W01000572,2021 super output areas - lower layer,151,No skills in Welsh,1431
4840,2021,W01002009,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1173
4841,2021,W01002009,2021 super output areas - lower layer,151,Can understand spoken Welsh only,62
4842,2021,W01002009,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",131
4843,2021,W01002009,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,26
4844,2021,W01002009,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,12
4845,2021,W01002009,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,15
4846,2021,W01002009,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,0
4847,2021,W01002009,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,3
4848,2021,W01002009,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,1
4849,2021,W01002009,2021 super output areas - lower layer,151,No skills in Welsh,923
4850,2021,W01002010,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1077
4851,2021,W01002010,2021 super output areas - lower layer,151,Can understand spoken Welsh only,61
4852,2021,W01002010,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",72
4853,2021,W01002010,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,23
4854,2021,W01002010,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,15
4855,2021,W01002010,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,20
4856,2021,W01002010,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,2
4857,2021,W01002010,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,10
4858,2021,W01002010,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,0
4859,2021,W01002010,2021 super output areas - lower layer,151,No skills in Welsh,874
4860,2021,W01000571,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2355
4861,2021,W01000571,2021 super output areas - lower layer,151,Can understand spoken Welsh only,134
4862,2021,W01000571,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",194
4863,2021,W01000571,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,56
4864,2021,W01000571,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,25
4865,2021,W01000571,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,34
4866,2021,W01000571,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,7
4867,2021,W01000571,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,17
4868,2021,W01000571,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,7
4869,2021,W01000571,2021 super output areas - lower layer,151,No skills in Welsh,1881
4870,2021,W01000573,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2494
4871,2021,W01000573,2021 super output areas - lower layer,151,Can understand spoken Welsh only,169
4872,2021,W01000573,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",245
4873,2021,W01000573,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,59
4874,2021,W01000573,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,34
4875,2021,W01000573,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,30
4876,2021,W01000573,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,7
4877,2021,W01000573,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,10
4878,2021,W01000573,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,7
4879,2021,W01000573,2021 super output areas - lower layer,151,No skills in Welsh,1933
4880,2021,W01000586,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,2141
4881,2021,W01000586,2021 super output areas - lower layer,151,Can understand spoken Welsh only,146
4882,2021,W01000586,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",181
4883,2021,W01000586,2021 super output areas - lower layer,151,Can speak but cannot read or write Welsh,54
4884,2021,W01000586,2021 super output areas - lower layer,151,Can speak and read but cannot write Welsh,14
4885,2021,W01000586,2021 super output areas - lower layer,151,Can read but cannot speak or write Welsh,24
4886,2021,W01000586,2021 super output areas - lower layer,151,Can write but cannot speak or read Welsh,0
4887,2021,W01000586,2021 super output areas - lower layer,151,Can read and write but cannot speak Welsh,12
4888,2021,W01000586,2021 super output areas - lower layer,151,Can speak and other combinations of skills in Welsh,7
4889,2021,W01000586,2021 super output areas - lower layer,151,No skills in Welsh,1703
4890,2021,W01000577,2021 super output areas - lower layer,151,Total: All usual residents aged 3 years and over,1520
4891,2021,W01000577,2021 super output areas - lower layer,151,Can understand spoken Welsh only,129
4892,2021,W01000577,2021 super output areas - lower layer,151,"Can speak, read and write Welsh",216
